id;name;email;phone_number;birth_date;sex;passport;country_code;address;account_creation;pay_method;account_status
ÍrValente;Íris Valente;írvalente@li3.pt;(351) 968541548;1986/02/16;F;AX397789;PT;Av Manuel Borges, 830735-467 Oliveira do Bairro;2014/11/22 09:52:21;debit_card;AX397789
FraTavares;Francisco Tavares;fratavares@li3.pt;;1994/05/13;M;FH412208;PT;Alameda Lourenço Borges, 682525-681 Trancoso;2017/01/16 14:00:16;cash;active
MiGonçalves;Mia Gonçalves;migonçalves@li3.pt;931038329;1993/12/26;F;WU994037;PT;Travessa da Aldeia, 326897-970 Valongo;2011/03/28 23:15:40;credit_card;
JoMorais318;Jorge Morais;jomorais318@li3.pt;(351) 932 195 294;1968/03/14;M;RK434835;PT;Alameda de Faria, 309165-359 Trancoso;2017/02/07 19:07:45;;active
XavLoureiro;Xavier Loureiro;xavloureiro@li3.pt;931677050;1976/02/24;M;YO307079;PT;Alameda da Sé, 747065-769 Valbom;2016|10|20 15:31:32;debit_card;active
BernarLeite251;Bernardo Leite;bernarleite251.li3.pt;(351) 917062766;1978/11/22;M;WV967182;PT;Travessa do Forno Velho, 910092-543 Espinho;2010/12/08 17:49:42;cash;active
ErikReis;Erika Reis;erikreis@li3.pt;(351) 913 065 740;1984/06/22;F;CS163363;I;Av Maia, 4055271-388 Lixa;2017/05/17 13:11:25;credit_card;active
HMatias1250;Hugo Matias;hmatias1250@li3.pt;(351) 962256647;1976/09/27;M;AR175322;PT;Rua Catarina Moreira, 8537963-832 Tondela;2018/05/04 15:34:21;cash;AR175322
MarcoMatias882;Marcos da Matias;marcomatias882@li3.pt;;2000/10/27;M;ZS648612;PT;Av Vicente, 901726-132 Montijo;2010/10/16 02:57:57;cash;active
RiOliveira466;Rita Oliveira;rioliveira466@li3.pt;(351) 937834607;1978/09/30;;VR092222;PT;R. Nicole Baptista, 123647-922 Lourosa;2010/05/11 16:38:40;cash;active
JNunes552;Joel Nunes;jnunes552@li3.pt;(351) 920 626 515;2004/05/06;M;;PT;Praça Antunes, 8893135-019 Vila do Conde;2016/02/26 00:50:00;cash;active
AndreAlves573;Andreia Alves;andrealves573@li3.pt;(351) 929 378 616;1977/08/24;;MZ890451;PT;Avenida dos Vice-reis, 166785-817 Freamunde;2019/03/03 16:31:41;debit_card;active
NunAraújo1539;Nuno Araújo;nunaraújo1539@li3@pt;(351) 921 858 606;1963/03/22;M;CT230614;PT;Av de Santos, 725529-869 Beja;2013/01/12 04:53:22;credit_card;active
IrMatos;;irmatos@li3.pt;+351932425116;1966/06/02;F;RG998507;PT;Av Bryan Moura, 730396-529 Santana;2019/09/21 15:32:26;credit_card;active
;Kévim Rocha;kévrocha@li3.pt;+351239717255;1975/07/30;M;VU477266;PT;Rua Gonçalo Loureiro, 677560-869 Oliveira do Hospital;2020/12/24 07:39:11;debit_card;active
WilsLeite17;Wilson Leite;wilsleite17@li3.pt;(351) 910 419 303;2002/06/08;M;FI566446;PT;;2016/03/12 10:13:44;credit_card;active
TRamos842;Tatiana Ramos;tramos842@li3.pt;933 438 285;1970/08/20;F;JJ241391;PT;Alameda de Batista, 2369478-814 Figueira da Foz;2012/08/27 10:27:32;credit_card;JJ241391
GustCoelho186;Gustavo Coelho;gustcoelho186@li3.pt;+351939117581;1969/04/02;M;HV228173;PT;Travessa de Ramos, 126688-708 Elvas;2010/03/19 03:06:21;;active
InêHenriques;Inês Henriques;inêhenriques@li3.pt;+351917626957;1989/07/19;F;BF524956;PT;Av Noah Loureiro, 51376-984 Anadia;2011/11/09 09:08:38;cash;BF524956
MaNogueira;Mariana Nogueira;manogueira@li3.pt;968618290;1974/01/06;F;NC983492;C;Largo de Pina Manique, 678859-952 Mêda;2018/12/13 04:35:11;debit_card;active
NádSimões-Soares480;Nádia Simões-Soares;nádsimões-soares480@li3.pt;(351) 914 678 291;2004/12/30;F;JC414014;PT;R. Nogueira, 61585-421 Fátima;2017/03/31 22:14:11;cash;JC414014
VitóVicente;Vitória Vicente;vitóvicente@li3.pt;(351) 936016858;2000/12/27;F;NK875421;PT;Travessa Nuno Magalhães, S/N5082-011 Marinha Grande;2016/07/20 00:33:10;;active
DiogJesus;Diogo Jesus;diogjesus@li3.pt;;1973/11/22;M;AT581247;PT;Praça Micael Vaz, 771631-759 São Salvador de Lordelo;2016/02/21 00:16:46;credit_card;active
MadaNunes;Madalena Nunes;madanunes@li3.pt;241247397;1969/01/25;F;VJ747661;PT;Avenida Fernandes, 994861-800 Cantanhede;2011/06/14 09:38:59;credit_card;
BMachado;Bryan Machado;bmachado@li3@pt;(351) 933086755;1994/02/03;M;FC272699;PT;R. de Camilo, 7248308-510 Gandra;2019/09/07 02:57:23;cash;active
;Mariana Amorim;mamorim@li3.pt;(351) 288179563;1994/10/03;F;EX691030;PT;Alameda Monteiro, 435526-190 Vila Nova de Famalicão;2010/12/24 07:30:28;cash;active
LariMartins1204;Larissa do Martins;larimartins1204@li3.pt;967634841;1968/08/20;F;GV582176;PT;Rua da Igreja, 478075-405 Vale de Cambra;2017/10/11 02:35:34;credit_card;
LuíBranco;Luísa Branco;luíbranco@li3.pt;925 353 062;1957/04/19;F;EU384192;PT;;2016/08/13 01:32:11;cash;active
SamuLeite;;samuleite@li3.pt;(351) 967825637;1958/06/16;M;CM651609;PT;Praça Isaac Esteves, 75292-559 Olhão;2014/06/03 15:39:29;cash;active
PetrCruz1478;Petra Cruz;petrcruz1478@li3@pt;+351964248599;1961/12/14;F;XQ991986;PT;Travessa Monteiro, 674282-236 Oliveira de Azeméis;2014/11/27 23:04:59;debit_card;active
WilliaGomes;William Gomes;williagomes@li3.pt;(351) 223530813;1985/06/22;M;RU140206;PT;Alameda Macedo, 947498-262 Portalegre;2013/01/31 01:15:41;debit_card;RU140206
FiliVieira;Filipa Vieira;filivieira@li3.pt;964 474 442;1958/04/23;F;AU337464;PT;;2020/01/10 05:23:54;cash;active
MargFaria1736;Margarida Faria;margfaria1736@li3.pt;+351966836550;1976/10/29;F;;PT;Av Brian Marques, 73314-683 Figueira da Foz;2018/05/29 11:19:10;credit_card;active
GonçalCarneiro1601;Gonçalo Carneiro;gonçalcarneiro1601@li3.pt;918922250;1977/04/29;M;MK632890;PT;;2016/10/18 20:57:01;debit_card;active
SebastiAlves1861;Sebastião da Alves;sebastialves1861@li3.pt;961 243 876;1993/12/22;M;BK454874;PT;;2013/02/20 02:18:46;debit_card;active
JCardoso1920;Júlia Cardoso;jcardoso1920@li3.pt;911508630;2000/06/19;F;AX200761;PT;Alameda de Gomes, S/N6654-572 Elvas;12:04:09 AM/20/06/2021;cash;active
MiMelo809;Miguel Melo;mimelo809@li3.pt;+351964361180;1998/05/28;;UK516207;PT;Travessa Miranda, 333285-929 Marco de Canaveses;2011/11/11 07:01:28;credit_card;active
GRamos1856;Gaspar Ramos;gramos1856@li3.pt;(351) 937 998 982;1962/02/21;M;;PT;Largo de Neto, 13639-875 Póvoa de Santa Iria;2018/10/07 14:38:30;credit_card;active
SimMagalhães1729;;simmagalhães1729@li3.pt;(351) 966 177 959;1989/04/16;M;HJ942544;PT;Praça dos Moinhos, 9801039-125 Paços de Ferreira;2018/03/17 15:16:27;cash;active
EduaMarques;Eduardo Marques;eduamarques@li3.pt;+351237292114;1989/11/17;M;JP037215;PT;Rua Gonçalo Nunes, 65917-306 Serpa;2016/06/16 12:27:30;;active
LeSousa;Letícia Sousa;lesousa@li3.pt;(351) 911321877;1974/07/16;F;IL190565;PT;;2014/07/14 12:09:30;credit_card;active
EAlves15;;ealves15@li3.pt;(351) 968 207 070;1958/03/27;F;QR645748;PT;R. Pinto, 208148-707 Vila Nova de Santo André;2017/07/06 17:48:52;cash;active
IsEsteves;Isaac Esteves;isesteves@li3.pt;921422455;1950/04/13;M;WY894922;S;Rua Bruna Assunção, 881374-959 Alverca do Ribatejo;2014/06/22 02:41:36;debit_card;active
JosMendes;;josmendes@li3.pt;237305491;2004/08/03;M;AD555677;PT;Alameda das Conchas, 928778-842 Angra do Heroísmo;2010/04/07 04:40:22;credit_card;active
;Mara Azevedo;maazevedo@li3.pt;928 607 035;1994/02/27;F;GO212035;PT;Av da Aldeia, 191238-102 Évora;2019/01/02 13:52:11;credit_card;active
InMonteiro1057;Inês Monteiro;inmonteiro1057@li3.pt;(351) 271017959;1974/02/13;;LJ728773;PT;Travessa de S. Marçal, 2636794-750 Matosinhos;2010/04/27 22:29:09;credit_card;active
VeFaria1792;;vefaria1792@li3.pt;964450614;1959/04/16;F;SL650580;PT;Praça do Campo, 75818-307 Valpaços;2014/02/28 01:22:14;cash;active
BruLopes-Torres;Bruno Lopes-Torres;brulopes-torres@li3.pt;(351) 969 302 769;1974/02/12;M;DM886494;PT;Avenida de Carvalho, S/N2348-336 Lisboa;2012/12/30 04:34:35;;active
LeAraújo1442;Leonor do Araújo;learaújo1442atli3.pt;(351) 921116001;1981/10/23;F;QU488624;PT;Rua Lopes, 41084-515 Porto;2013/06/08 23:41:14;credit_card;active
CarlVicente424;Carlota Vicente;carlvicente424@li3.pt;(351) 919 634 306;1970/06/17;F;WV534583;CDE;Rua de Anjos, S/N2923-625 Setúbal;2015/10/24 14:18:19;cash;active
MafaMelo1175;Mafalda Melo;mafamelo1175.li3.pt;931 916 539;1950/03/23;F;CK449311;PT;Avenida Alfredo Keil, 82237-497 Barcelos;2010/12/04 18:53:02;credit_card;active
EmSoares;Ema Soares;emsoares@li3.pt;(351) 937 547 832;2005/08/17;F;TB493223;PT;R. de Vicente, S/N0785-958 Peniche;2013/06/03 14:31:22;debit_card;TB493223
CarlNunes;Carlos Nunes;carlnunes@li3.pt;+351938076709;1995/12/09;;CF010519;PT;Av de Ribeiro Sanches, 224958-785 Mirandela;2012/10/25 07:31:39;debit_card;active
ErikFerreira926;Erika Ferreira;erikferreira926@li3.pt;(351) 916 240 700;2002/10/08;;CF281913;PT;Travessa Santiago Cunha, 892269-984 Funchal;2018/08/26 06:00:19;cash;active
TeSilva1408;Teresa Silva;tesilva1408@li3.pt;(351) 239 938 900;1980/04/26;F;QH257715;PT;Largo de Silva, 1836786-029 Caldas da Rainha;02/11/2021;debit_card;active
LetíciOliveira668;;letícioliveira668@li3.pt;(351) 939 627 336;1993/02/09;F;YX361646;PT;R. de Magalhães, S/N5339-137 Entroncamento;2018/03/25 13:34:39;credit_card;active
LNascimento20;Lia-Bárbara Nascimento;lnascimento20@li3.pt;921 618 037;1954/09/26;F;XD113473;PT;;2016/03/27 21:55:53;credit_card;active
;Lucas Lima;lucalima@li3.pt;(351) 245 246 230;1982/05/04;M;DL251850;PT;Av de Oliveira, 673939-376 Vale de Cambra;2015/09/04 01:33:15;debit_card;active
LuMorais119;Luna Morais;lumorais119@li3.pt;(351) 924587242;1965/05/19;F;;PT;Alameda Diego Cruz, 12754-054 Vila do Conde;2017/09/10 04:21:52;debit_card;active
CarolRamos100;Carolina Ramos;carolramos100@li3.pt;(351) 922469760;1991/05/26;F;;PT;Praça de Ferreira, 594446-758 Ribeira Grande;2015/11/22 10:38:34;debit_card;active
MatiMaia;Matias Maia;matimaia@li3.pt;(351) 961297871;1981/01/06;M;AP370930;PT;;2014/08/12 16:35:48;debit_card;active
CésaMagalhães;César Magalhães;césamagalhães@li3.pt;(351) 923783242;1971/05/27;M;HX746415;PT;Av Egito Gonçalves, 3652438-256 Santarém;2019/09/30 13:27:15;cash;
HugPinto-Rodrigues1412;Hugo Pinto-Rodrigues;hugpinto-rodrigues1412@li3.pt;(351) 911735250;1996/09/04;M;;PT;Largo de Azevedo, 360174-784 Oliveira do Bairro;2011/10/19 08:57:55;debit_card;active
RodriAzevedo728;Rodrigo Azevedo;rodriazevedo728@li3.pt;(351) 917308189;1953/04/28;M;WB324928;PT;Alameda Lourenço, S/N2829-959 Santana;2016/11/23 13:35:43;credit_card;WB324928
Erika-ÉLourenço;Erika-Érica Lourenço;erika-élourenço@li3.pt;(351) 924260302;;F;ZT517993;PT;Rua de Cunha, S/N5382-114 Gafanha da Nazaré;2010/07/16 06:28:48;debit_card;active
GaNunes-Maia;Gabriel Nunes-Maia;ganunes-maia@li3.pt;965 115 726;1980/11/26;M;;PT;Praça de Nogueira, 7085410-773 Vizela;2018/05/12 17:57:45;cash;active
SaValente;Sara Valente;savalente@li3.pt;;1954/01/30;F;GU276830;PT;Largo Brito, S/N5984-181 Sines;2015/02/06 05:44:43;debit_card;active
NDomingues;Noah Domingues;ndomingues@li3.pt;919 288 617;1989/07/30;M;;PT;Alameda Abreu, 33729-064 Amadora;2012/11/29 13:24:22;debit_card;active
GabriCarvalho1676;Gabriela Carvalho;gabricarvalho1676@li3.pt;+351927856677;1957/08/31;F;NU839044;PT;Avenida Gonçalves, 677695-047 Barreiro;2016/03/24 05:56:48;debit_card;NU839044
Emma-Leal552;Emma-Emma Leal;emma-leal552@li3.pt;(351) 962033427;1972/04/30;F;PN826272;PT;;2012/03/29 15:27:34;cash;active
MicGarcia-Pereira;Micael Garcia-Pereira;micgarcia-pereira@li3.pt;(351) 274 479 975;1952/08/22;;BE736428;PT;Praça Batista, 76174-832 Gondomar;2010/01/31 18:15:32;credit_card;active
MatilVieira;Matilde Vieira;matilvieira@li3.pt;925 750 405;1959/12/25;F;OW612028;PT;;2017/01/06 23:52:37;credit_card;active
FranAraújo1620;Francisca Araújo;franaraújo1620@li3.pt;935793281;07:40:02 PM/09/08/2007;F;HX404935;PT;Rua Domingues, 823697-289 Esmoriz;2011/07/10 10:03:28;credit_card;active
AntóBorges1867;António Borges;antóborges1867@li3.pt;(351) 967 029 522;22/07/2008;M;XE035920;PT;Largo de Paiva, 508893-116 Caldas da Rainha;2014/12/10 19:02:47;cash;active
IaraBatista;Iara-Alícia Batista;iarabatista@li3.pt;;2004/03/31;F;TY299948;PT;Praça Jesus, 610473-487 Silves;2012/07/31 08:35:17;cash;active
NaiBatista;Nair Batista;naibatista@li3.pt;912705780;1976/08/20;F;TC515261;PT;Travessa Gabriel Carvalho, 729337-205 Castelo Branco;2010/08/12 23:38:22;;active
NuMelo1394;Nuno de Melo;numelo1394@li3.pt;(351) 926515938;1955/03/18;;IT104071;PT;Av Ernesto Veiga de Oliveira, 874889-068 Peso da Régua;2011/04/22 11:12:06;cash;active
JoanMiranda;Joana Miranda;joanmiranda@li3.pt;(351) 931 301 337;1995/08/09;F;CI973860;PT;R. do Preto, S/N0190-601 Loulé;2017/11/23 13:57:02;debit_card;CI973860
ValentiEsteves1885;Valentim Esteves;valentiesteves1885@li3.pt;(351) 934 406 505;1963/07/31;M;XS473478;PT;Avenida Filipa Carneiro, 342050-330 Paços de Ferreira;2013/11/03 16:03:15;;active
RaqueMoreira;Raquel Moreira;raquemoreira@li3.pt;(351) 936661405;1978/02/21;;LF800167;PT;Travessa da Ponte da Lama, 834412-730 Póvoa de Santa Iria;2011/01/19 02:19:31;cash;active
WilsSilva;Wilson Silva;wilssilva@li3.pt;;1994/06/12;M;PV359413;PT;Av de Costa, 265856-333 Vila Nova de Santo André;2016/08/15 01:16:37;cash;active
EduCarvalho1041;Eduarda Carvalho;educarvalho1041@li3.pt;(351) 239 313 214;1991/09/27;F;RW868687;PT;Rua Amaral, 482075-435 Póvoa de Varzim;2011/02/16 19:24:44;;active
JulianRocha1557;Juliana Rocha;julianrocha1557@li3.pt;(351) 919 031 554;1961/06/30;F;;PT;Alameda Monteiro, S/N1657-843 Abrantes;2010/09/30 01:03:02;credit_card;active
FrRamos212;Francisco Ramos;frramos212@li3.pt;(351) 914 445 926;1955/06/24;M;TM851405;TWN;R. de Santa Clara, 33623-416 Cartaxo;2015/12/08 01:21:54;credit_card;active
DJesus;Daniel Jesus;djesus@li3.pt;915 457 096;1976/10/08;M;CY731198;PT;Alameda dos Rouxinóis, S/N4868-350 Mealhada;09:24:30 PM/11/12/2005;cash;active
AValente;André Valente;avalente@li3.pt;964882073;1976/01/28;M;;PT;Praça de Monchique, 90272-047 Porto;2016/08/13 01:47:46;credit_card;active
RiRamos;Rita Ramos;riramos@li3.pt;(351) 923884744;1985|03|24;F;XE510684;PT;R. Andrade, 464627-160 Sacavém;2014/11/09 11:27:22;credit_card;active
CaroPaiva;Carolina Paiva;caropaiva@li3.pt;(351) 939504859;1991/01/05;;UX348622;PT;Alameda de Basílio Teles, S/N5419-329 Almeirim;2014/11/03 16:17:20;credit_card;active
PiMaia;Pilar Maia;pimaia@li3.pt;(351) 209408099;2004/07/20;F;JY734785;X;Praça de Pacheco, S/N4812-573 Paredes;2015/08/10 02:28:14;credit_card;active
VictóCosta;;victócosta@li3.pt;230740832;1964/12/10;F;OX823624;PT;Rua da Cova da Moura, S/N8647-241 Gandra;2015/07/11 05:37:08;debit_card;Active
DeFernandes1382;Denis Fernandes;defernandes1382@li3.pt;(351) 914 412 251;1956/08/21;M;SW378066;PT;Praça Ângela Moura, 898877-344 Montijo;2017/08/19~15:56:59;credit_card;active
XRibeiro1515;Xavier Ribeiro;xribeiro1515@li3.pt;(351) 927 612 720;1972/05/16;M;AC998804;PT;Travessa Mendes, 503698-243 Reguengos de Monsaraz;2017/12/14 08:05:26;credit_card;AC998804
DébCruz;Débora Cruz;débcruz@li3.pt;(351) 964 643 951;1973/05/05;F;ED704202;BEA;Av Cristiano Carneiro, 112223-400 Faro;2018/07/15 13:17:01;credit_card;inactive
ClGomes;Cláudio Gomes;clgomes@li3.pt;(351) 928 579 909;2003/08/28;M;TW604445;PT;;2010/05/10 14:11:54;debit_card;active
SGomes1705;Simão Gomes;sgomes1705.li3.pt;(351) 917428047;1951/08/29;M;SP802641;PT;Alameda Sara Machado, S/N5352-060 Mealhada;2010/09/05 00:35:09;credit_card;active
ClTeixeira;Cláudio Teixeira;clteixeira@li3.pt;(351) 938670287;2004/06/24;M;EN096515;PT;Travessa Ivan Domingues, 11938-962 Penafiel;2013/03/20 10:40:24;;active
;Rafael Mendes;rafaemendes@li3.pt;+351936895304;1970/04/08;M;EQ773556;PT;Alameda de S. Francisco de Borja, 669238-899 Praia da Vitória;2013/07/19 09:20:06;debit_card;active
EmTorres;Emma Torres;emtorres@li3.pt;(351) 922 357 706;1958/12/04;F;;PT;Rua de Cunha, 7086896-138 Paredes;2011/08/17 09:53:33;credit_card;Active
ViceNunes;Vicente Nunes;vicenunes@li3.pt;(351) 931 343 015;1962/04/21;M;II247245;PT;Largo do Molhe, 722523-173 Aveiro;08/10/2012;cash;active
TomGuerreiro1353;Tomás Guerreiro;tomguerreiro1353@li3.pt;(351) 929 247 123;1985/01/16;M;GT937216;PT;Travessa do Roleto, 167857-440 Fundão;;debit_card;active
AnPereira1874;André Pereira;anpereira1874@li3.pt;(351) 933 806 179;2003/01/07;M;XB634033;PT;;2016/12/30 01:13:20;debit_card;active
DéboCampos;Débora Campos;débocampos@li3.pt;+351923974473;1996/12/12;F;ND342358;PT;Alameda de Gomes, 2905269-262 Ponte de Sor;2011/06/06 20:51:55;debit_card;ND342358
BeaAssunção72;Beatriz Assunção;beaassunção72@li3.pt;(351) 910 042 666;1956/12/08;F;SZ257100;PT;Avenida Abreu, 838824-925 Figueira da Foz;2018/06/24 15:49:51;credit_card;SZ257100
;Irina-Patrícia Torres;irina-torres@li3.pt;216662828;1991/03/12;F;QB740703;PT;Avenida Dom Afonso Henriques, 11217-934 Coimbra;2014/05/18 13:06:08;credit_card;active
LisanRamos1893;Lisandro Ramos;lisanramos1893@li3.pt;(351) 962 804 706;1985/07/12;M;RG575092;PT;Avenida de S. Salvador, S/N7922-014 Elvas;2019/04/03 06:46:17;cash;RG575092
Pilar-Pacheco;Pilar-Juliana Pacheco;pilar-pacheco.li3.pt;934 188 550;1955/06/10;F;GM938599;PT;Av de Neves, 509845-957 Gondomar;2017/10/14 23:13:59;cash;active
EmaPereira;Emanuel Pereira;emapereira@li3.pt;922 611 560;1972/07/14;M;DV607040;PT;;2015/11/06 14:32:22;debit_card;active
BrRocha-Oliveira;Bruno Rocha-Oliveira;brrocha-oliveira@li3.pt;(351) 216494094;1999/04/04;M;ZL977103;O;Travessa Costa, 390367-176 Figueira da Foz;2012/07/16 05:10:39;cash;active
ÂSá593;Ângela Sá;âsá593@li3.pt;(351) 922 080 636;1951/03/15;F;AC493519;PT;Avenida de Figueiredo, S/N3394-867 Coimbra;2010/10/28 22:20:55;debit_card;
MéLopes578;Mélanie Lopes;mélopes578@li3.pt;937 032 693;1963/06/10;F;YI141063;PT;Praça Lisandro Amaral, 4128822-619 Esmoriz;2013|09|04 19:58:30;cash;active
;Mafalda Teixeira;mafaldteixeira@li3.pt;937398521;1954/11/07;F;FV395921;PT;Largo Neves, 832823-227 Oliveira do Hospital;2015/12/06 07:38:51;debit_card;active
SamNunes;Samuel Nunes;samnunes@li3.pt;(351) 938041792;1984/07/29;M;;PT;Rua Areeiro, S/N5022-376 Marinha Grande;2018/06/10 10:12:29;cash;active
GuilFaria15;Guilherme Faria;guilfaria15@li3.pt;(351) 961 672 106;1992/05/23;M;;PT;Alameda Freitas, 8815425-597 Cantanhede;2013/01/02 15:14:17;cash;active
FiMatias;Filipa Matias;fimatias@li3.pt;(351) 920 199 019;1973/04/01;;GL035671;PT;Av Leonardo Pinheiro, 1588957-565 Vila Nova de Santo André;2019/10/22 20:56:49;credit_card;active
AnitCampos1825;Anita Campos;anitcampos1825@li3.pt;934 496 399;1953/10/04;F;LN297506;PT;Largo Joana Azevedo, 16790-073 Mangualde;2018/07/06~13:49:58;cash;active
AfoMatos;Afonso Matos;afomatos@li3.pt;239 084 847;1966/06/18;M;VI494938;PT;R. Almeida, 230295-203 Sacavém;2012|08|10 18:20:00;debit_card;active
MatAmaral;Mateus da Amaral;matamaral@li3.pt;(351) 286 122 822;14/05/2018;M;YL230492;PT;Rua de Castro, 37702-755 Vila Real;2014/01/11 03:18:14;cash;active
AfoLourenço-Amorim;Afonso Lourenço-Amorim;afolourenço-amorim@li3.pt;(351) 966611700;1951/05/12;M;KM766297;PT;Praça Nair Barbosa, S/N3712-593 Câmara de Lobos;2020/11/16 21:21:07;debit_card;
IvAlmeida310;Ivo Almeida;ivalmeida310@li3.pt;(351) 921 366 954;10:42:53 PM/20/03/2016;M;EJ888273;PT;Av de João Augusto Ribeiro, S/N1219-057 Tarouca;2014/02/07 08:31:17;debit_card;active
EAndrade;Emma Andrade;eandrade@li3.pt;(351) 934148043;1984/05/19;F;FS816556;PT;;2010/07/09 22:14:11;credit_card;active
IvAndrade;Ivo Andrade;ivandradeatli3.pt;(351) 916342797;1981/02/11;M;BR158365;PT;R. Sara Reis, 475313-505 Faro;2018/10/06 19:44:16;cash;active
CaAlmeida1457;Carlos Almeida;caalmeida1457@li3.pt;;1974/11/26;M;DL298993;PT;Alameda do Preto, 311269-854 Viseu;2019/11/29 13:18:52;credit_card;active
DanPereira;Daniela Pereira;danpereira@li3.pt;915 169 349;2001/02/01;F;;PT;Alameda Márcio Gonçalves, 49414-181 Figueira da Foz;2019/05/16 09:56:04;credit_card;active
LarCarneiro;Lara Carneiro;larcarneiro@li3.pt;231 091 561;1969/12/28;F;LE856767;PT;Avenida do Castelo do Queijo, 5608857-564 Quarteira;2018/10/09 10:03:44;debit_card;
LuaPinheiro;Luana Pinheiro;luapinheiro@li3.pt;(351) 928 247 253;1965/07/06;F;RL053813;PT;Alameda Vaz, 806504-779 Cantanhede;2014/07/25 05:44:19;debit_card;
SaPereira;Samuel do Pereira;sapereira@li3.pt;(351) 960 386 263;1998/01/23;M;CY258936;X;Praça Santos, S/N8836-930 Fundão;2019/03/13 22:18:08;debit_card;active
MélaniSimões1629;Mélanie Simões;mélanisimões1629@li3.pt;(351) 967 256 890;1966/08/08;F;NR050089;PT;R. Kévim Batista, S/N6012-286 Amora;01/02/2015;debit_card;active
LetíFerreira;Letícia Ferreira;letíferreira@li3.pt;+351938939507;1976/11/21;F;EU525762;PT;Rua Luísa Gomes, 250747-949 Gandra;2014/09/07 13:54:39;cash;
SarMatias1646;Sara Matias;sarmatias1646@li3.pt;(351) 968121287;1978/03/13;F;NS451349;PT;Largo das Ondas, 290177-719 Barcelos;02:28:36 PM/05/02/2008;credit_card;active
MárMachado;Mário Machado;mármachado@li3.pt;+351280469084;1956/02/05;M;JT553932;PT;Rua Manuel Carneiro, S/N5136-469 Porto Santo;2016/09/11 02:49:48;debit_card;JT553932
Bárbara-EduaFerreira;Bárbara-Eduarda Ferreira;bárbara-eduaferreira@li3.pt;(351) 935 141 542;1977/05/11;F;EG898588;PT;Travessa Tomás Amaral, S/N8835-452 Gouveia;2012/11/16 04:22:54;;active
DenLeite;Denis Leite;denleite@li3.pt;(351) 923 425 628;1990/01/29;;SM313886;PT;Praça Leite, S/N4881-351 São Mamede de Infesta;2018/06/01 18:34:10;debit_card;active
IriPinto;Irina-Helena Pinto;iripinto@li3.pt;+351282114969;1998/01/23;F;;PT;R. Miranda, 69385-494 Montijo;2020/03/14 22:36:53;credit_card;active
CrisPinho;Cristiano Pinho;crispinho@li3.pt;(351) 287 236 240;06/03/2009;M;DW108468;PT;Travessa Fernandes, 16566-721 Espinho;2010/12/02 11:22:27;cash;active
MBorges-Pires;Miguel Borges-Pires;mborges-pires@li3.pt;913678989;1976/12/06;M;MX447955;PT;Av das Naus, S/N6407-413 Loures;2015/08/11 23:44:23;credit_card;
;Martim Almeida;maralmeida1903@li3.pt;(351) 201 642 545;1993/01/15;M;HG577654;PT;Av Matos, 4961201-084 Viseu;2017/09/19 01:04:11;debit_card;active
CamSimões;Camila Simões;camsimões@li3.pt;(351) 920260046;1972/02/13;;RO820079;PT;Av Fernandes, 678213-330 Horta;2017/12/27 18:24:21;debit_card;active
DiniCorreia404;Dinis Correia;dinicorreia404@li3.pt;+351928609923;1986/05/13;;AB913033;PT;Alameda de Valente, 5573637-707 Viana do Castelo;2012/07/03 06:43:47;debit_card;active
LeGonçalves1674;Letícia Gonçalves;legonçalves1674@li3.pt;(351) 911 236 484;1984/12/16;F;ZC591088;PT;Praça de Azevedo, 6917259-441 Mirandela;2013/02/12 08:07:08;credit_card;
MarAmaral1974;Mara de Amaral;maramaral1974@li3.pt;;1981/08/16;F;IH099707;PT;Avenida Macedo, 50607-861 Vila do Conde;2013/06/22 01:14:57;debit_card;active
MaMagalhães;;mamagalhães@li3.pt;920732674;1955/12/08;F;ZW223939;PT;Alameda de João do Carmo, 508727-888 Espinho;2020/03/28 17:21:12;credit_card;active
FBaptista825;Fábio Baptista;fbaptista825@li3.pt;930 298 271;1985/09/21;;SG740237;PT;Rua de Guerreiro, 856195-951 Braga;2015/07/29 18:44:07;credit_card;active
ConstançGonçalves1706;;constançgonçalves1706@li3.pt;+351930291565;2003/01/09;F;US674318;PT;Travessa de Nunes, 52776-772 Marco de Canaveses;2010/04/10 15:58:25;debit_card;active
ÉriNogueira488;Érica Nogueira;érinogueira488@li3.pt;(351) 265 492 344;1953/09/03;F;DF256165;PT;Travessa de Garcia, 69553-226 Marco de Canaveses;2011/01/02 06:14:23;debit_card;
SofLourenço-Lopes;Sofia Lourenço-Lopes;soflourenço-lopes@li3.pt;(351) 939 633 540;1985/11/11;F;RC276840;PT;Rua Catarina Tavares, 4508069-731 Seixal;2015/10/22 12:53:39;debit_card;RC276840
AlexanFonseca1348;Alexandra Fonseca;alexanfonseca1348@li3.pt;938 276 890;1962/11/12;F;LW420123;PT;;2012/11/25 20:15:34;cash;inactive
HuNeto;Hugo Neto;huneto@li3.pt;(351) 961557451;1969/11/02;;QH279369;PT;Avenida Emanuel Cardoso, 80773-758 Vila Nova de Foz Côa;2017/12/13 16:43:14;cash;active
JoHenriques;José Henriques;johenri;(351) 935 028 036;1996/08/28;M;LE379187;PT;Travessa Vaz, 819073-545 Vila Franca de Xira;2012/07/28 18:14:51;cash;active
